Marca_Temporal,ID_Unico,Texto,Texto_Procesado,Longitud_Tokens,Emocion,Longitud_Texto
4/29/2024 9:09:29,KFH9XJ94,"Me enojo, pero después me calmo para buscar una solución","me enojo, pero después me calmo para buscar una solución",13,Ira,10
4/24/2024 13:43:01,U3RWWQRL,La mayoría del tiempo,la mayoría del tiempo,4,Estrés,4
4/26/2024 14:18:29,GP42KD2C,"Ansiedad, sudoración en manos y pies, mal humor.","ansiedad, sudoración en manos y pies, mal humor.",12,Preocupación,8
4/25/2024 18:42:00,NDMKZW1M,Tranquilidad y plenitud,tranquilidad y plenitud,4,Felicidad,3
4/24/2024 11:31:24,PUV5RTZG,"Al tener problemas con mis hermanos, y en tener algunos problemas económicos y no saber resolverlos","al tener problemas con mis hermanos, y en tener algunos problemas económicos y no saber resolverlos",18,Tristeza,16
4/26/2024 14:32:36,27WD6UH2,"Cuando estoy haciendo un trabajo, ya es tarde y todavía no puedo terminar","cuando estoy haciendo un trabajo, ya es tarde y todavía no puedo terminar",14,Tristeza,13
5/16/2024 0:26:26,TDU8A4SC,Poner una balanza ,poner una balanza,3,Miedo,3
5/12/2024 20:47:26,QOKLYQJZ,Cuando no logro entender los proyectos de la universidad o cuando no estoy en mi casa ,cuando no logro entender los proyectos de la universidad o cuando no estoy en mi casa,16,Tristeza,16
5/16/2024 12:53:47,3EAZ56FK,Sólo los días que me levanto muy temprano ,sólo los días que me levanto muy temprano,9,Estrés,8
5/3/2024 16:49:47,UBXXESOE,Cuando tengo un examen. Cuando tengo una exposición y no estoy segura de que resultado tendrá.,cuando tengo un examen. cuando tengo una exposición y no estoy segura de que resultado tendrá.,18,Preocupación,16
5/9/2024 13:48:45,GL74ZXRL,"intento no estresarme, relajarme y concentrarme para ser resiliente","intento no estresarme, relajarme y concentrarme para ser resiliente",16,Miedo,9
4/23/2024 20:13:28,U57VENCU,cuando salgo de casa,cuando salgo de casa,4,Preocupación,4
4/23/2024 19:48:07,PFNKXS54,"Cuando estoy dando clases, cuando puedo salir a divertirme con mis amigos, si veo a una persona que me gusta o me agrada su compañía, al escuchar la música que más me gusta, platicar con una persona que muestra interés por mi, si comparto tiempo con mi familia, estando acostado y me invade una paz y tranquilidad.","cuando estoy dando clases, cuando puedo salir a divertirme con mis amigos, si veo a una persona que me gusta o me agrada su compañía, al escuchar la música que más me gusta, platicar con una persona que muestra interés por mi, si comparto tiempo con mi familia, estando acostado y me invade una paz y tranquilidad.",68,Felicidad,57
5/10/2024 16:27:26,90SG09DL,Realizar un analisis general de la situacion con las opciones. despues enlistar las ventajas y desventajas de cada posible eleccion y elegir la que se alinea mas con lo que deseo o encaja mas conmigo,realizar un analisis general de la situacion con las opciones. despues enlistar las ventajas y desventajas de cada posible eleccion y elegir la que se alinea mas con lo que deseo o encaja mas conmigo,43,Miedo,35
5/13/2024 20:32:28,I9HEYDJ0,Estrés,estrés,1,Tristeza,1
4/30/2024 8:38:45,WLSM1SUM,Me enojo ,me enojo,3,Ira,2
4/26/2024 13:24:46,BNMM9UFQ,"Falta de aire, fatiga","falta de aire, fatiga",5,Preocupación,4
4/24/2024 11:32:59,EAM2O87V,Frío en el pecho.,frío en el pecho.,5,Preocupación,4
4/26/2024 14:33:09,4TF29YIO,Trato de resolverla de la mejor manera aún que no siempre termina así ,trato de resolverla de la mejor manera aún que no siempre termina así,14,Miedo,13
4/26/2024 15:01:39,EYYTA3LD,Me culpo,me culpo,2,Ira,2
5/20/2024 1:29:54,7PFSQZGK,"Cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional","cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional",32,Tristeza,30
4/26/2024 13:17:38,DCV5DO3V,"Paz mental, la búsqueda de la superación personal.","paz mental, la búsqueda de la superación personal.",11,Felicidad,8
5/16/2024 9:12:26,KCXYQUUD,Evaluar cada una de las opciones y escoger la que mejor me convenga dependiendo el caso,evaluar cada una de las opciones y escoger la que mejor me convenga dependiendo el caso,17,Miedo,16
5/10/2024 22:31:28,S45KT7YO,Durante la entrega de proyectos finales,durante la entrega de proyectos finales,6,Estrés,6
4/24/2024 11:32:16,33JDURG7,"Primero, y dependiendo de la situación, tiendo a llorar y aclarar mis emociones, ya que me cuesta mucho identificarlas correctamente, después de eso analizó que debo hacer","primero, y dependiendo de la situación, tiendo a llorar y aclarar mis emociones, ya que me cuesta mucho identificarlas correctamente, después de eso analizó que debo hacer",34,Miedo,27
5/16/2024 9:12:26,KCXYQUUD,"Despues de realizar una larga lista de tareas, institucionales y personales.","despues de realizar una larga lista de tareas, institucionales y personales.",13,Estrés,11
5/9/2024 14:27:31,7QQDXHQ7,"Cuando hago lo que disfruto, como jugar videojuegos o ver alguna película o alguna serie. ","cuando hago lo que disfruto, como jugar videojuegos o ver alguna película o alguna serie.",18,Felicidad,15
4/23/2024 21:26:04,3GGBO8RK,Cuando dejo una tarea al último y siento que el tiempo que deje para hacer la tarea es muy justo.,cuando dejo una tarea al último y siento que el tiempo que deje para hacer la tarea es muy justo.,21,Preocupación,20
5/16/2024 0:55:45,IX724P8G,"cuando llego tarde a algún lugar, siento pena.
cuando se me acaba la batería del cel ya depende de la situación. Pero supongamos que se me acabo la pila en medio de la nada y lo que sentiría es preocupación. 
cuando olvido las llaves siento enojo conmigo mismo.
","cuando llego tarde a algún lugar, siento pena. cuando se me acaba la batería del cel ya depende de la situación. pero supongamos que se me acabo la pila en medio de la nada y lo que sentiría es preocupación. cuando olvido las llaves siento enojo conmigo mismo.",55,Ira,48
4/24/2024 11:40:06,1GC9M0FT,Dinero,dinero,1,Felicidad,1
5/17/2024 0:16:31,JZEC253P,Al ganar dinero fruto de mi trabajo y pasar tiempo de calidad con mi familia,al ganar dinero fruto de mi trabajo y pasar tiempo de calidad con mi familia,15,Felicidad,15
4/24/2024 15:48:07,QU685VKV,"En las noches, siempre sobrepienso.","en las noches, siempre sobrepienso.",10,Preocupación,5
4/23/2024 19:48:07,MKZUPRJI,Cuando no me salen las cosas ,cuando no me salen las cosas,6,Tristeza,6
5/10/2024 13:59:01,IPYENR3M,"Cuando no puedo resolver un objetivo que tengo en el día, cuando no me salen las cosas en el tiempo que estimo.","cuando no puedo resolver un objetivo que tengo en el día, cuando no me salen las cosas en el tiempo que estimo.",25,Preocupación,22
4/23/2024 21:26:04,3GGBO8RK,Vive y deja vivir además de no sobre pensar las cosas.,vive y deja vivir además de no sobre pensar las cosas.,12,Felicidad,11
4/28/2024 22:35:59,FA8HZ0ZJ,Con paciencia y tranquilidad ,con paciencia y tranquilidad,4,Ira,4
4/26/2024 14:35:23,UZNBAHRB,Buena ,buena,1,Felicidad,1
4/23/2024 19:48:07,HJB227EF,"respiro, y busco posibles soluciones, y las opciones mas viables ","respiro, y busco posibles soluciones, y las opciones mas viables",13,Ira,10
4/29/2024 14:50:49,EE1OP684,Viendo deportes ,viendo deportes,2,Felicidad,2
5/17/2024 10:34:41,2CMHRG7X,Cuando veo a mi familia y mascotas,cuando veo a mi familia y mascotas,7,Felicidad,7
4/26/2024 16:54:59,7HKJBSVI,Cada vez que debo realizar un trabajo escolar,cada vez que debo realizar un trabajo escolar,8,Estrés,8
4/26/2024 13:50:36,X0GVR7CK,Cuando administro mal mi tiempo y sacrifico horas de sueño ,cuando administro mal mi tiempo y sacrifico horas de sueño,12,Estrés,10
4/23/2024 19:48:07,HJB227EF,"vacio en el estomago, hormigueo en las manos, piernas debiles ","vacio en el estomago, hormigueo en las manos, piernas debiles",18,Preocupación,10
5/1/2024 21:34:58,J7YGJPIE,"Cuando no encuentro soluciones a problemas complejos, que tienen solucion pero no puedo ejercer solucion","cuando no encuentro soluciones a problemas complejos, que tienen solucion pero no puedo ejercer solucion",16,Estrés,15
4/26/2024 13:50:36,X0GVR7CK,Saber amar y saber dejarse amar,saber amar y saber dejarse amar,6,Felicidad,6
4/26/2024 13:17:38,DCV5DO3V,"Cuando repruebo, cuando debo exponer","cuando repruebo, cuando debo exponer",8,Tristeza,5
5/20/2024 1:29:54,7PFSQZGK,"Evito reaccionar, prefiero pensarlo como cosas que pasan por algo ","evito reaccionar, prefiero pensarlo como cosas que pasan por algo",12,Ira,10
4/23/2024 21:02:39,L2RH302J,Ultimamente siento bastante felicidad cuando convivo jugando con mis amigos.,ultimamente siento bastante felicidad cuando convivo jugando con mis amigos.,13,Felicidad,10
4/29/2024 23:14:46,YWDANKQ3,Cuando compro cosas y comida ,cuando compro cosas y comida,5,Felicidad,5
4/24/2024 16:42:06,OY89I1AT,"Cuando se me acumulan tareas, proyectos, situaciones familiares. ","cuando se me acumulan tareas, proyectos, situaciones familiares.",12,Tristeza,8
4/23/2024 19:48:07,9ZRTSOTK,Me siento con el cuerpo pesado y torpe. ,me siento con el cuerpo pesado y torpe.,9,Preocupación,8
4/25/2024 22:01:24,U8GAYRZ7,Tener paz en todos los aspectos y saber disfrutarla ,tener paz en todos los aspectos y saber disfrutarla,10,Felicidad,9
4/24/2024 13:03:03,Y5I54ZU1,Después de un día pesado ,después de un día pesado,5,Estrés,5
4/23/2024 19:48:07,UJCL56SG,"Pondría llorar, pero realmente no, intento descargarlo de alguna forma, generar un momento de catarsis, ya sea escribiendolo en mi diario, escribiendo alguna canción, llorando o solo intentar minimizarlo para no sentirme culpable por sentirlo y hacerme sentir mejor creyendo que otros la pasan peor y no debería yo ponerme así...","pondría llorar, pero realmente no, intento descargarlo de alguna forma, generar un momento de catarsis, ya sea escribiendolo en mi diario, escribiendo alguna canción, llorando o solo intentar minimizarlo para no sentirme culpable por sentirlo y hacerme sentir mejor creyendo que otros la pasan peor y no debería yo ponerme así...",65,Miedo,51
5/16/2024 1:13:18,B05YDAZ0,"Completar mi tarea y trabajos, reunirme con mi familia, ir a el gym, pasar el tiempo con amigos.","completar mi tarea y trabajos, reunirme con mi familia, ir a el gym, pasar el tiempo con amigos.",25,Felicidad,18
5/10/2024 19:40:06,ZO6GKY6S,Con ansiedad ,con ansiedad,2,Ira,2
5/13/2024 20:43:31,C2VL95E5,Ser valiente y enfrentarla esperando que salga lo mejor posible.,ser valiente y enfrentarla esperando que salga lo mejor posible.,12,Miedo,10
5/9/2024 13:26:41,97RWBCRJ,"El disfrutar de tu vida, el observar y darte cuenta de cada pequeño momento, darse cuenta lo afortunado que eres al tener lo que tienes, y no hablo de lo económico, si no de las personas que te rodean, del amor y apoyo que te brindan ","el disfrutar de tu vida, el observar y darte cuenta de cada pequeño momento, darse cuenta lo afortunado que eres al tener lo que tienes, y no hablo de lo económico, si no de las personas que te rodean, del amor y apoyo que te brindan",52,Felicidad,46
5/9/2024 18:29:23,1RKPWNBF,Cuando me siento incomprendido y olvido por la gente o mis amigos. ,cuando me siento incomprendido y olvido por la gente o mis amigos.,15,Tristeza,12
4/25/2024 11:40:29,1KWDDNOH,Principalmente al pensar en mi futuro y en si de verdad quiero esta carrera y está universidad (BUAP),principalmente al pensar en mi futuro y en si de verdad quiero esta carrera y está universidad (buap),21,Preocupación,18
4/29/2024 23:14:46,YWDANKQ3,Que todo pasa por algo ,que todo pasa por algo,5,Ira,5
4/29/2024 15:07:54,G1NFK78R,insomnio ,insomnio,3,Preocupación,1
4/23/2024 19:52:34,QXIEYINQ,Cuando recuerdo a mi papá.,cuando recuerdo a mi papá.,6,Tristeza,5
4/24/2024 11:16:48,QCURT76I,con la muerte de un familiar,con la muerte de un familiar,6,Tristeza,6
4/24/2024 11:39:35,XOF6KQ1G,Cuando no se como hacer algo o no me sale por más que me esfuerce,cuando no se como hacer algo o no me sale por más que me esfuerce,16,Estrés,15
5/15/2024 20:43:29,DJWQSCW2,Algo despreocupado ya que puede ser molesto pero todo tiene solución,algo despreocupado ya que puede ser molesto pero todo tiene solución,14,Ira,11
4/25/2024 20:20:12,OY7Q1STH,Taquicardia ansiedad estrés ,taquicardia ansiedad estrés,6,Preocupación,3
4/28/2024 22:35:59,FA8HZ0ZJ,Siga siendo un artista que domine la espontaneidad ,siga siendo un artista que domine la espontaneidad,11,Felicidad,8
4/24/2024 23:23:27,J9Q8IXFH,pensar  y observar los diferentes escenarios ,pensar y observar los diferentes escenarios,6,Miedo,6
5/17/2024 0:54:15,Y29P2VU6,Regresando de trabajar,regresando de trabajar,3,Preocupación,3
4/26/2024 11:14:18,83ECQ6P2,"cuando me frustro, cuando sobre pienso las cituaciones que me rodean.","cuando me frustro, cuando sobre pienso las cituaciones que me rodean.",16,Tristeza,11
4/26/2024 14:10:39,21X2D6PW,Hacer lo que a uno le guste sin descuidar las obligaciones ,hacer lo que a uno le guste sin descuidar las obligaciones,12,Felicidad,11
4/26/2024 10:39:25,D1S2USQV,Analizo todas las alternativas posibles para darle solución a la situación y si no hay alguna solo dejo que fluya ,analizo todas las alternativas posibles para darle solución a la situación y si no hay alguna solo dejo que fluya,22,Miedo,20
4/24/2024 15:43:23,JPFVNJKI,Sentir pleno y completo contigo mismo,sentir pleno y completo contigo mismo,6,Felicidad,6
5/10/2024 22:31:28,S45KT7YO,En sitaciones donde hay mucho estres,en sitaciones donde hay mucho estres,7,Tristeza,6
4/26/2024 15:01:39,EYYTA3LD,Al tratar de hacer actividades que deberían ser fáciles.,al tratar de hacer actividades que deberían ser fáciles.,10,Tristeza,9
5/17/2024 9:32:45,J4TCSVW0,"Aun no lo se, solo se que la he sentido y hay veces que es mas fuerte que otras veces, no creo en la felicidad eterna.","aun no lo se, solo se que la he sentido y hay veces que es mas fuerte que otras veces, no creo en la felicidad eterna.",29,Felicidad,26
5/16/2024 11:30:00,DJRCLO8P,cuando tengo pendientes por resolver o situaciones,cuando tengo pendientes por resolver o situaciones,7,Preocupación,7
4/24/2024 15:48:07,QU685VKV,Cuando no entiendo algo o no me sale como quiero.,cuando no entiendo algo o no me sale como quiero.,11,Estrés,10
4/24/2024 15:03:56,VONE103T,Estás dos semanas no me he sentido así,estás dos semanas no me he sentido así,8,Estrés,8
4/24/2024 11:32:59,EAM2O87V,Depende del nivel de importancia de la situación. Si es muy grave me preocupo y comienzo a ser más hostil. Si no es grave solo recapacito y busco una solución. ,depende del nivel de importancia de la situación. si es muy grave me preocupo y comienzo a ser más hostil. si no es grave solo recapacito y busco una solución.,35,Ira,30
4/24/2024 19:53:13,9FBVNJ3U,"Trato de ser lo más centrada posible , ya que si nos exponernos a situaciones de enojo o nervios puede llegar a tomarse una mala decisión","trato de ser lo más centrada posible , ya que si nos exponernos a situaciones de enojo o nervios puede llegar a tomarse una mala decisión",28,Ira,26
5/16/2024 0:55:45,IX724P8G,"En las situaciones que haga sentirme alegra es cuando me entero de que aprobé alguna materia, cuando como, cuando paso tiempo jugando algún video juego con mis amigos, ver a mis compañeros, cuando me estoy bañando, cuando ya me voy a ir a dormir, cuando voy a mi casa con mi familia.","en las situaciones que haga sentirme alegra es cuando me entero de que aprobé alguna materia, cuando como, cuando paso tiempo jugando algún video juego con mis amigos, ver a mis compañeros, cuando me estoy bañando, cuando ya me voy a ir a dormir, cuando voy a mi casa con mi familia.",61,Felicidad,52
6/12/2024 18:05:58,I01P7HCR,"primero tengo que conocer el problema, me cuestionaría  por que tomaría la decisión y si esta me ayuda o me perjudica.","primero tengo que conocer el problema, me cuestionaría por que tomaría la decisión y si esta me ayuda o me perjudica.",25,Miedo,21
5/10/2024 22:31:28,S45KT7YO,Durante la noche,durante la noche,3,Preocupación,3
4/26/2024 14:32:36,27WD6UH2,"En la escuela, hay trabajos o proyectos que son muy tediosos o difíciles de hacer, que quitan mucho tiempo y solo te estresan/frustran","en la escuela, hay trabajos o proyectos que son muy tediosos o difíciles de hacer, que quitan mucho tiempo y solo te estresan/frustran",32,Estrés,23
4/26/2024 13:40:10,SOQQDFEW,Bien intento solucionar eso,bien intento solucionar eso,4,Ira,4
4/29/2024 18:47:56,EC28OB0I,"Me digo a mi misma ""¿Algo más?"" ","me digo a mi misma ""¿algo más?""",11,Ira,7
4/25/2024 12:28:34,BUUJHLBW,Maldecir la situación y después ver la mejor forma de solucionar la problemática ,maldecir la situación y después ver la mejor forma de solucionar la problemática,15,Ira,13
4/23/2024 20:13:28,U57VENCU,"sin que nadie me vea lloro
después pienso en todo, que fue lo que paso,  pienso cuantos escenarios puedo encontrar, que consecuencias hay, busco soluciones y actuó/decido","sin que nadie me vea lloro después pienso en todo, que fue lo que paso, pienso cuantos escenarios puedo encontrar, que consecuencias hay, busco soluciones y actuó/decido",35,Miedo,27
5/16/2024 9:19:48,X7WQGQMT,"Como se puede ser feliz, aun asi estes pasando por tus peores momentos ","como se puede ser feliz, aun asi estes pasando por tus peores momentos",15,Felicidad,13
4/24/2024 12:56:33,LQY5OSVH,"Ordenar los pensamientos, analizar alternativas para actuar o no, buscar soluciones, mantener un control de la situación internamente ","ordenar los pensamientos, analizar alternativas para actuar o no, buscar soluciones, mantener un control de la situación internamente",22,Miedo,18
4/25/2024 12:54:19,6OG08UL5,"Primero escucho el problema, segundo evaluó la situación desde diferentes puntos de vista, tercero veo las distintas soluciones que podría tener y cuarto elijo la opción que más me convenga","primero escucho el problema, segundo evaluó la situación desde diferentes puntos de vista, tercero veo las distintas soluciones que podría tener y cuarto elijo la opción que más me convenga",35,Miedo,30
5/13/2024 9:54:13,AR2SHENR,Cuando estoy bajo la entrega de algo en un determinado tiempo,cuando estoy bajo la entrega de algo en un determinado tiempo,11,Estrés,11
4/25/2024 18:06:23,W8897XTA,Cuando tengo 8 horas de clases seguidas sin descanso,cuando tengo 8 horas de clases seguidas sin descanso,9,Estrés,9
4/23/2024 19:48:07,WED8UH5D,Me enojo ,me enojo,3,Ira,2
5/16/2024 11:30:00,DJRCLO8P,"pensar mucho antes de actuar, pero lamentablemente siempre actuo antes de pensar y siempre me ha traido consecuencias negativas","pensar mucho antes de actuar, pero lamentablemente siempre actuo antes de pensar y siempre me ha traido consecuencias negativas",22,Miedo,19
4/29/2024 13:30:35,BR14PE8E,"Respiro, reviso a fondo el problema y lo divido en problemas mucho mas pequeños, despues, hago una lista mental de acuerdo a la dificultad y por ultimo abordo el problema de acuerdo a esa lista empezando por el mas facil.","respiro, reviso a fondo el problema y lo divido en problemas mucho mas pequeños, despues, hago una lista mental de acuerdo a la dificultad y por ultimo abordo el problema de acuerdo a esa lista empezando por el mas facil.",47,Miedo,40
5/2/2024 23:42:40,Q8HPCRF0,"La felicidad puede ser cualquier cosa desde pasar tiempo con amigos, comer algo que te gusta, e incluso actividades que te pudieran gustar, la felicidad se basa en que perspectiva pone las cosas.","la felicidad puede ser cualquier cosa desde pasar tiempo con amigos, comer algo que te gusta, e incluso actividades que te pudieran gustar, la felicidad se basa en que perspectiva pone las cosas.",37,Felicidad,33
5/10/2024 15:20:56,PJEM9DJR,"Busco soluciones, me gusta ser relajado","busco soluciones, me gusta ser relajado",8,Ira,6
5/22/2024 19:49:00,AI6RPUWX,"Identifico cuales acciones están bajo mi control, y cuales no, cuales son consecuencias de mis acciones y cuales no ","identifico cuales acciones están bajo mi control, y cuales no, cuales son consecuencias de mis acciones y cuales no",22,Ira,19
5/24/2024 19:04:24,19QO0M44,"Considerar cuáles son mis opciones, ver pros y contras de cada uno, decidir ","considerar cuáles son mis opciones, ver pros y contras de cada uno, decidir",15,Miedo,13
4/23/2024 19:48:07,9ZRTSOTK,"Analizar los pros y contras, además de ser totalmente objetivo en cuestión de sentimientos.","analizar los pros y contras, además de ser totalmente objetivo en cuestión de sentimientos.",16,Miedo,14
5/16/2024 7:20:37,7SV40TFC,"Me tiembla el cuerpo, siento frío y mucha ansiedad en todo el cuerpo ","me tiembla el cuerpo, siento frío y mucha ansiedad en todo el cuerpo",15,Preocupación,13
5/17/2024 10:45:56,AYNOOGEB,Levantarse sin preocupaciones ,levantarse sin preocupaciones,3,Felicidad,3
5/9/2024 16:15:48,9OS9PHYF,Cuando tengo tareas o pendientes ,cuando tengo tareas o pendientes,5,Preocupación,5
4/29/2024 13:24:37,7I9KZQ70,Últimamente solamente al ver películas o series tristes.,últimamente solamente al ver películas o series tristes.,9,Tristeza,8
4/24/2024 14:34:04,POQ9TK13,"El resultado final de mi elección 
El proceso que lleva esa decisión ",el resultado final de mi elección el proceso que lleva esa decisión,12,Miedo,12
4/25/2024 9:36:25,ES771SD8,"Primero enlistar qué opciones tengo, analizar qué conllevaría tomar cierta decisión y evaluar ventajas y desventajas, si las ventajas pesan más que las desventajas entonces esa es tu decisión ","primero enlistar qué opciones tengo, analizar qué conllevaría tomar cierta decisión y evaluar ventajas y desventajas, si las ventajas pesan más que las desventajas entonces esa es tu decisión",37,Miedo,29
4/23/2024 21:05:33,FN2PCHS1,Al principio siento un poco de ansiedad pero luego se me quitan esas preocupaciones,al principio siento un poco de ansiedad pero luego se me quitan esas preocupaciones,15,Ira,14
4/29/2024 18:47:56,EC28OB0I,"Me digo a mi misma ""¿Algo más?"" ","me digo a mi misma ""¿algo más?""",11,Ira,7
4/26/2024 14:10:39,21X2D6PW,Saliendo de la escuela ,saliendo de la escuela,4,Estrés,4
5/17/2024 2:32:37,8TO1OH28,me sudan horrible las manos y siento que me duele el pecho,me sudan horrible las manos y siento que me duele el pecho,13,Preocupación,12
4/23/2024 22:57:11,53EHQAPE,"Dolor de cabeza, fatiga, ardor estomacal ","dolor de cabeza, fatiga, ardor estomacal",11,Preocupación,6
4/29/2024 13:40:04,442SR3BQ,"Prkwmro plantear que beneficios o cosas negativas conllevará esto, después ver que cosas me impiden tomarla, finalmente tomarla siempre y cuando sea mejor a corto y a largo plazo.
","prkwmro plantear que beneficios o cosas negativas conllevará esto, después ver que cosas me impiden tomarla, finalmente tomarla siempre y cuando sea mejor a corto y a largo plazo.",39,Miedo,29
4/23/2024 19:48:07,9LGMBDLF,La sensación de tranquilidad y calidez en cada suspiro,la sensación de tranquilidad y calidez en cada suspiro,11,Felicidad,9
5/9/2024 19:30:55,4L83S1WU,"Situaciones frustrantes, estados de soledad","situaciones frustrantes, estados de soledad",7,Tristeza,5
5/9/2024 19:30:55,4L83S1WU,"Experimentar, abrirse a nuevos horizontes y dejar de pensar en el futuro","experimentar, abrirse a nuevos horizontes y dejar de pensar en el futuro",14,Felicidad,12
4/26/2024 13:24:46,BNMM9UFQ,"Cuando tengo una gran carga de trabajo, especialmente en equipo, y considero que no hay un aporte equitativo. ","cuando tengo una gran carga de trabajo, especialmente en equipo, y considero que no hay un aporte equitativo.",21,Estrés,18
4/24/2024 19:07:31,947J0Q5A,Cuando paso demasiado tiempo solo,cuando paso demasiado tiempo solo,5,Tristeza,5
4/24/2024 19:53:13,9FBVNJ3U,ansiedad o desesperación,ansiedad o desesperación,3,Preocupación,3
4/29/2024 14:03:24,S62P3R06,"Nervios, dolor en el cuello y hombros y sudoración ","nervios, dolor en el cuello y hombros y sudoración",11,Preocupación,9
5/16/2024 1:45:41,86IH30I7,Últimamente todos los días porque tengo que presentar un examen de admisión en 3 semanas.,últimamente todos los días porque tengo que presentar un examen de admisión en 3 semanas.,16,Preocupación,15
4/24/2024 19:06:32,RC5G5VFK,"Si es cansancio físico después del gimnasio, si es cansancio mental normalmente los días que son muchos pendientes en cuestión de escuela más porque es casi fin de semestre ","si es cansancio físico después del gimnasio, si es cansancio mental normalmente los días que son muchos pendientes en cuestión de escuela más porque es casi fin de semestre",32,Estrés,29
4/24/2024 15:43:23,JPFVNJKI,"Me frustro, y en ocasiones llego a enojarme o llorar","me frustro, y en ocasiones llego a enojarme o llorar",13,Ira,10
4/23/2024 19:48:07,PFNKXS54,"Me siento estresado cuando me pongo a trabajar y siento que no avanzo, cuando se me va muy rápido el tiempo y no he logrado cubrir ciertas actividades que me programo, cuando no logro organizarme como quisiera, cuando siento que me quieren tomar el pelo o bien cuando abusan de mi nobleza.","me siento estresado cuando me pongo a trabajar y siento que no avanzo, cuando se me va muy rápido el tiempo y no he logrado cubrir ciertas actividades que me programo, cuando no logro organizarme como quisiera, cuando siento que me quieren tomar el pelo o bien cuando abusan de mi nobleza.",61,Estrés,52
5/9/2024 13:48:45,GL74ZXRL,despues de mucho trabajo,despues de mucho trabajo,4,Estrés,4
4/29/2024 14:21:52,TIRMAXIL,"Cuando por más que trato de hacer algo, no me sale.","cuando por más que trato de hacer algo, no me sale.",13,Estrés,11
4/24/2024 19:40:22,W9LAW009,"Rara vez, pero sería: cuando estoy en un lugar tranquilo (sin ruidos) solito; cuando estoy en áreas verdes; cuando comparto tiempo con mis hermano","rara vez, pero sería: cuando estoy en un lugar tranquilo (sin ruidos) solito; cuando estoy en áreas verdes; cuando comparto tiempo con mis hermano",32,Felicidad,24
5/17/2024 11:40:20,KXHR1RPU,Casi toda la semana por no dormir bien por entrega de proyectos,casi toda la semana por no dormir bien por entrega de proyectos,12,Estrés,12
4/24/2024 11:41:02,DZ9DN7BK,Ansiedad y preocupación ,ansiedad y preocupación,3,Preocupación,3
4/23/2024 20:28:40,SXA26XSC,Al llegar a casa después de un día estresante en clases ,al llegar a casa después de un día estresante en clases,12,Estrés,11
4/24/2024 11:27:42,PPZXS8CP,Enojo o estrés.,enojo o estrés.,5,Ira,3
4/23/2024 20:03:37,KLWAYA6Z,"Cuando estoy con mis amigos, cuando veo alguna serie. Me he sentido muy feliz últimamente porque estoy investigando sobre nuevas cosas de mi carrera","cuando estoy con mis amigos, cuando veo alguna serie. me he sentido muy feliz últimamente porque estoy investigando sobre nuevas cosas de mi carrera",26,Felicidad,24
4/23/2024 21:27:00,3DA9WB82,Cuando me estreso demasiado y siento que no soy suficiente para eso,cuando me estreso demasiado y siento que no soy suficiente para eso,13,Tristeza,12
5/15/2024 20:14:17,E4EGEZ1X,Tomar valor tras motivarme por pensar en cosas que personalmente resultan importantes para enfrentar lo que sucede y pensando que todo tiene solución bien o mal sea.,tomar valor tras motivarme por pensar en cosas que personalmente resultan importantes para enfrentar lo que sucede y pensando que todo tiene solución bien o mal sea.,29,Miedo,27
4/23/2024 20:13:37,A2IERC7W,Trato de tener la mente despejada para tomar la mejor desición ,trato de tener la mente despejada para tomar la mejor desición,13,Miedo,11
5/10/2024 16:27:26,90SG09DL,Cuando voy en el transporte publico o algunas veces en la escuela,cuando voy en el transporte publico o algunas veces en la escuela,13,Preocupación,12
5/13/2024 20:32:28,I9HEYDJ0,Estrés,estrés,1,Tristeza,1
5/16/2024 9:36:26,BLO78S1C,Estres,estres,1,Preocupación,1
4/24/2024 12:19:11,LI6RUZZW,"Cuando salgo en las tardes a rodar en la bici, cuando preparo mi comida, cuando veo alguna película en el cine, cuando compro algo que quería, cuandin escucho ciertas canciones, cuando puedo apoyar a un amigo con algo","cuando salgo en las tardes a rodar en la bici, cuando preparo mi comida, cuando veo alguna película en el cine, cuando compro algo que quería, cuandin escucho ciertas canciones, cuando puedo apoyar a un amigo con algo",45,Felicidad,38
4/23/2024 20:18:00,9N5PTUUF,Cuando no puedo ayudar a alguien a quien quiero,cuando no puedo ayudar a alguien a quien quiero,9,Tristeza,9
4/24/2024 21:00:13,H7ZSLKYX,Cuando veo la injusticia ,cuando veo la injusticia,4,Tristeza,4
4/26/2024 13:54:03,19NLQDKA,"Me dan ganas de llorar pero no lloro, es como si sintiera un nudo en la garganta, me siento ansiosa todo el día y no puedo dormir bien ","me dan ganas de llorar pero no lloro, es como si sintiera un nudo en la garganta, me siento ansiosa todo el día y no puedo dormir bien",33,Preocupación,28
5/17/2024 2:32:37,8TO1OH28,Cuando salgo y camino mucho,cuando salgo y camino mucho,5,Preocupación,5
4/25/2024 12:54:19,6OG08UL5,Cuando se juntan muchas cosas por hacer y la gente no toma en cuenta que también necesito de descansos o espacios libres,cuando se juntan muchas cosas por hacer y la gente no toma en cuenta que también necesito de descansos o espacios libres,24,Estrés,22
