Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens,Emocion
4/26/2024 14:33:09,4TF29YIO,Por la noche o durante mis ratos dónde no tengo nada que hacer comienzo a pensar mucho ,Por la noche o durante mis ratos dónde no tengo nada que hacer comienzo a pensar mucho,20,Preocupación
4/26/2024 14:35:23,UZNBAHRB,Uno que otro día si,Uno que otro día si,5,Preocupación
4/26/2024 14:50:06,87RRAHBJ,Con las tareas que tengo pendiente y aún no las hago,Con las tareas que tengo pendiente y aún no las hago,15,Preocupación
4/26/2024 15:01:39,EYYTA3LD,Al tener que hacer una habilidad que debería ser tan sencilla como preguntar algo.,Al tener que hacer una habilidad que debería ser tan sencilla como preguntar algo.,17,Preocupación
4/26/2024 15:35:25,W49IM590,Cuando me alcanza el dinero y por alguna razón tengo que pagar algo y no tengo.,Cuando me alcanza el dinero y por alguna razón tengo que pagar algo y no tengo.,19,Preocupación
4/26/2024 16:54:59,7HKJBSVI,Cada vez que tengo que realizar un trabajo o actividad escolar me preocupa el no poner hacerlo bien y fallar,Cada vez que tengo que realizar un trabajo o actividad escolar me preocupa el no poner hacerlo bien y fallar,24,Preocupación
4/26/2024 16:57:51,41U4SDTP,Ninguna,Ninguna,3,Preocupación
4/26/2024 17:05:18,25DC2F4Q,Cuando pienso en mi futuro ,Cuando pienso en mi futuro,7,Preocupación
4/26/2024 17:07:40,PPI1SV0E,En las que pienso de mi futuro,En las que pienso de mi futuro,9,Preocupación
4/26/2024 18:22:59,KQGSATHF,Al principio del día,Al principio del día,4,Preocupación
4/26/2024 20:27:53,3ZF411GH,En mis estudios y calificaciones ,En mis estudios y calificaciones,7,Preocupación
4/28/2024 12:04:28,5CYE0BRU,Cuando tengo pendientes sin hacer,Cuando tengo pendientes sin hacer,8,Preocupación
4/28/2024 17:44:49,43K4VHCP,"Cuando no tengo ganas de hacer nada, y eso me preocupa porque se que no es normal y que me va a traer varios problemas en la escuela","Cuando no tengo ganas de hacer nada, y eso me preocupa porque se que no es normal y que me va a traer varios problemas en la escuela",34,Preocupación
4/28/2024 22:35:59,FA8HZ0ZJ,Al transitar la ciudad de noche,Al transitar la ciudad de noche,7,Preocupación
4/29/2024 9:09:29,KFH9XJ94,Cuando siento que se me acaba el tiempo para un proyecto,Cuando siento que se me acaba el tiempo para un proyecto,12,Preocupación
4/29/2024 13:24:37,7I9KZQ70,"Si me encuentro con algún pendiente o una actividad rezagada, en donde no tengo ni idea de cómo empezar","Si me encuentro con algún pendiente o una actividad rezagada, en donde no tengo ni idea de cómo empezar",25,Preocupación
4/29/2024 13:26:44,TBIDV696,Soy una persona despreocupada,Soy una persona despreocupada,8,Preocupación
4/29/2024 13:30:35,BR14PE8E,Cuando desconozco el paradero de algun familiar o amigo ,Cuando desconozco el paradero de algun familiar o amigo,12,Preocupación
4/29/2024 13:31:46,PRUNGY5A,Por la entrega de tareas y proyectos de la escuela ,Por la entrega de tareas y proyectos de la escuela,10,Preocupación
4/29/2024 13:39:07,WHUIDLRU,Por las clases de universidad y problemas de pareja,Por las clases de universidad y problemas de pareja,9,Preocupación
4/29/2024 13:40:04,442SR3BQ,Mayormente en las clases que son más estresantes ,Mayormente en las clases que son más estresantes,11,Preocupación
4/29/2024 13:53:27,R5NND2PJ,"Cuando no he estudiado, cuando debo alguna tarea o cuando se me hace tarde ","Cuando no he estudiado, cuando debo alguna tarea o cuando se me hace tarde",17,Preocupación
4/29/2024 14:03:24,S62P3R06,"Cuando se me hace tarde para llegar a algún lugar, cuando no encuentro solución a algunos problemas, en ciertas situaciones sobre mi futuro","Cuando se me hace tarde para llegar a algún lugar, cuando no encuentro solución a algunos problemas, en ciertas situaciones sobre mi futuro",25,Preocupación
4/29/2024 14:05:35,VBGGGTXX,Haciendo tareas que no entiendo por completo,Haciendo tareas que no entiendo por completo,9,Preocupación
4/29/2024 14:21:13,YO9QP9GQ,Cuando estoy en la escuela,Cuando estoy en la escuela,6,Preocupación
4/29/2024 14:21:52,TIRMAXIL,Normalmente por situaciones escolares ,Normalmente por situaciones escolares,6,Preocupación
4/29/2024 14:36:58,X939VKYG,Me he sentido preocupada cuando mi esposo tiene problemas en su trabajo.,Me he sentido preocupada cuando mi esposo tiene problemas en su trabajo.,16,Preocupación
4/29/2024 14:50:49,EE1OP684,El estrés de pensar que debe salir todo bien,El estrés de pensar que debe salir todo bien,10,Preocupación
4/29/2024 15:07:54,G1NFK78R,días antes de un examen ,días antes de un examen,5,Preocupación
4/29/2024 16:31:34,TW29QEAI,Al salir del hospital y pensar que me falto hacer algo y tendre que regresar a terminarlo ,Al salir del hospital y pensar que me falto hacer algo y tendre que regresar a terminarlo,20,Preocupación
4/29/2024 18:47:56,EC28OB0I,"En la última semana, por proyectos","En la última semana, por proyectos",7,Preocupación
4/29/2024 23:14:46,YWDANKQ3,"A final del día, sobrepensando ","A final del día, sobrepensando",8,Preocupación
4/30/2024 0:22:30,41GHNML3,Cuando estoy cerca de personas que no conozco ,Cuando estoy cerca de personas que no conozco,11,Preocupación
4/30/2024 0:30:58,ZYO6EKLW,Cuando me pongo a pensar en si pasare mi examen de admisión a la universidad ,Cuando me pongo a pensar en si pasare mi examen de admisión a la universidad,18,Preocupación
4/30/2024 8:38:45,WLSM1SUM,En clases ,En clases,2,Preocupación
4/30/2024 10:44:29,7RSZOAWX,"Al entregar las prácticas de una materia, en que entregue a tiempo y todos los trabajos de otra materia, y cuando viajo con mi hermano en la moto ","Al entregar las prácticas de una materia, en que entregue a tiempo y todos los trabajos de otra materia, y cuando viajo con mi hermano en la moto",33,Preocupación
4/30/2024 11:00:56,NOQASZVA,Cuando debo entregar mis tareas o superar un duelo del que llevo un año tratando de superar,Cuando debo entregar mis tareas o superar un duelo del que llevo un año tratando de superar,22,Preocupación
4/30/2024 13:35:25,N9JIRQ1R,Al pensar en las deudas,Al pensar en las deudas,6,Preocupación
4/30/2024 14:30:58,RVJ6EPRG,Cuando pienso si estoy en la carrera que quería estudiar,Cuando pienso si estoy en la carrera que quería estudiar,13,Preocupación
4/30/2024 18:16:40,2WMZZ63C,"Cuando no cumplo con la entrega de tareas por parte de la universidad o cuando no soy disciplinado y constante en otros aspectos, tanto como personales y escolares.","Cuando no cumplo con la entrega de tareas por parte de la universidad o cuando no soy disciplinado y constante en otros aspectos, tanto como personales y escolares.",33,Preocupación
4/30/2024 18:38:14,53710675,Cuando tengo que revisar mi agenda del día siguiente,Cuando tengo que revisar mi agenda del día siguiente,11,Preocupación
4/30/2024 21:04:57,7CTEOZ0B,Cuando mi avance en tareas y proyectos no sale como lo esperado.,Cuando mi avance en tareas y proyectos no sale como lo esperado.,14,Preocupación
5/1/2024 8:23:10,RJYNX3WD,Ninguna,Ninguna,3,Preocupación
5/1/2024 16:59:46,IRUH1G2Z,"Cuando sientes que no desempeñas un papel fundamental para la mejora de tu vida, ya sea en la educación","Cuando sientes que no desempeñas un papel fundamental para la mejora de tu vida, ya sea en la educación",25,Preocupación
5/1/2024 20:39:05,IYJTK4UN,Mientras me traslado a de mi casa a la universidad o viceversa.Cuando dejo que mi hermana esté sola.,Mientras me traslado a de mi casa a la universidad o viceversa.Cuando dejo que mi hermana esté sola.,25,Preocupación
5/1/2024 21:34:58,J7YGJPIE,Cuando hay alguna tarea pendiente y esta vale para mucha calificacion y no se a mandado,Cuando hay alguna tarea pendiente y esta vale para mucha calificacion y no se a mandado,21,Preocupación
5/1/2024 23:34:11,XA5DPHB3,Al pensar en el futuro ,Al pensar en el futuro,5,Preocupación
5/2/2024 1:19:32,6QCKW4ZX,"Por no ir a trabajar 
O por un trabajo de la escuela ",Por no ir a trabajar O por un trabajo de la escuela,12,Preocupación
5/2/2024 18:33:09,BHZT40UO,Me he sentido preocupado cuando se que debo entregar alguna tarea o actividad y hay un periodo corto de tiempo para entregarlo.,Me he sentido preocupado cuando se que debo entregar alguna tarea o actividad y hay un periodo corto de tiempo para entregarlo.,29,Preocupación
5/2/2024 23:42:40,Q8HPCRF0,"Cuando son exámenes, cuando en el trabajo hay algún problema y tengo que resolverlo.","Cuando son exámenes, cuando en el trabajo hay algún problema y tengo que resolverlo.",20,Preocupación
5/3/2024 9:27:43,9OCOYQ5S,"Cuando tengo algún pendiente, como realizar algo en casa, tarea o algún compromiso, provoca que me sienta preocupado al no tener aún completada esa actividad","Cuando tengo algún pendiente, como realizar algo en casa, tarea o algún compromiso, provoca que me sienta preocupado al no tener aún completada esa actividad",37,Preocupación
5/3/2024 16:49:43,,"En la escuela, tareas finales, materias con posibilidad de reprobar","En la escuela, tareas finales, materias con posibilidad de reprobar",15,Preocupación
5/3/2024 16:49:47,UBXXESOE,Cuando tengo un examen. Cuando tengo una exposición y no estoy segura de que resultado tendrá.,Cuando tengo un examen. Cuando tengo una exposición y no estoy segura de que resultado tendrá.,23,Preocupación
5/7/2024 16:14:01,DLCOTDB3,"Cuando expongo, o hago examenes, que no llego a veces a estudiar, o cuando no entrego unos trabajos a tiempo.","Cuando expongo, o hago examenes, que no llego a veces a estudiar, o cuando no entrego unos trabajos a tiempo.",30,Preocupación
5/7/2024 17:52:41,73E51Z9Y,"Cuándo debo hacer muchas cosas a la vez, y siento que no me alcanza el tiempo","Cuándo debo hacer muchas cosas a la vez, y siento que no me alcanza el tiempo",21,Preocupación
5/8/2024 0:16:33,NZNKVJN5,Cuando desconozco cosas de mi nuevo trabajo ,Cuando desconozco cosas de mi nuevo trabajo,9,Preocupación
5/9/2024 13:11:23,K34YLW69,En la escuela,En la escuela,3,Preocupación
5/9/2024 13:19:18,9NUZ5PKN,Hacer las cosas apresurada ,Hacer las cosas apresurada,7,Preocupación
5/9/2024 13:20:19,QXWPZ23V,Cuando me dejan muchas tareas y no entiendo bien alguna cosa ,Cuando me dejan muchas tareas y no entiendo bien alguna cosa,13,Preocupación
5/9/2024 13:26:41,97RWBCRJ,"La última vez que me pasó, fue hace unos días, que por error de mi primo se bloqueó mi laptop y tenía mi proyecto guardado, mi preocupación era no poder recuperarlo y tener que empezar desde 0","La última vez que me pasó, fue hace unos días, que por error de mi primo se bloqueó mi laptop y tenía mi proyecto guardado, mi preocupación era no poder recuperarlo y tener que empezar desde 0",47,Preocupación
5/9/2024 13:37:30,G63ZMG4B,En cuestión de familia ,En cuestión de familia,4,Preocupación
5/9/2024 13:48:45,GL74ZXRL,al pensar en las fechas para terminar mi pendientes,al pensar en las fechas para terminar mi pendientes,11,Preocupación
5/9/2024 14:22:33,VXWOTMTO,Cuando tengo cosas por hacer,Cuando tengo cosas por hacer,6,Preocupación
5/9/2024 14:27:31,7QQDXHQ7,Por carga de trabajo por finales del semestre y que haya la posibilidad de que al final no los pueda entregar y puede que repruebe. ,Por carga de trabajo por finales del semestre y que haya la posibilidad de que al final no los pueda entregar y puede que repruebe.,29,Preocupación
5/9/2024 14:34:45,WW1GHWY1,Cuando éstoy pensando mucho en el tema,Cuando éstoy pensando mucho en el tema,10,Preocupación
5/9/2024 14:35:17,4F5JZDBC,En las tareas que son difíciles de resolver ,En las tareas que son difíciles de resolver,9,Preocupación
5/9/2024 16:15:48,9OS9PHYF,Cuando tengo tareas o pendientes ,Cuando tengo tareas o pendientes,8,Preocupación
5/9/2024 17:35:34,16RK386Y,"En situaciones personales, como en mi relación o en la universidad ","En situaciones personales, como en mi relación o en la universidad",12,Preocupación
5/9/2024 18:29:23,1RKPWNBF,"Cuando se que no podré entregar la tarea, cuando se que afectarte a demás personas por mis acciones. ","Cuando se que no podré entregar la tarea, cuando se que afectarte a demás personas por mis acciones.",23,Preocupación
5/9/2024 18:31:44,BQK35SUL,Cuando estoy planeando algo,Cuando estoy planeando algo,6,Preocupación
5/9/2024 18:46:39,3G5WW5TD,"En las noches,  cuando reflexionó sobre mi futuro ","En las noches, cuando reflexionó sobre mi futuro",13,Preocupación
5/9/2024 19:30:55,4L83S1WU,"Al presentar exámenes, al cuidar de un familiar con estado de salud delicado","Al presentar exámenes, al cuidar de un familiar con estado de salud delicado",19,Preocupación
5/9/2024 22:04:15,1OGWU084,Cuando hay cosas que no entiendo y no encuentro una pronta respuesta ,Cuando hay cosas que no entiendo y no encuentro una pronta respuesta,14,Preocupación
5/10/2024 13:59:01,IPYENR3M,"Cuando no puedo resolver un objetivo que tengo en el día, cuando no me salen las cosas en el tiempo que estimo.","Cuando no puedo resolver un objetivo que tengo en el día, cuando no me salen las cosas en el tiempo que estimo.",28,Preocupación
5/10/2024 15:00:27,XTINAGL2,"Ir al trabajo, no poder avanzar con alguna tarea, no sentir que estoy haciendo algo productivo.","Ir al trabajo, no poder avanzar con alguna tarea, no sentir que estoy haciendo algo productivo.",23,Preocupación
5/10/2024 15:20:56,PJEM9DJR,me doy cuenta de que no hice nada productivo en el dia,me doy cuenta de que no hice nada productivo en el dia,15,Preocupación
5/10/2024 16:27:26,90SG09DL,Cuando voy en el transporte publico o algunas veces en la escuela,Cuando voy en el transporte publico o algunas veces en la escuela,14,Preocupación
5/10/2024 19:40:06,ZO6GKY6S,Al ver noticias y hacer proyectos,Al ver noticias y hacer proyectos,6,Preocupación
5/10/2024 22:31:28,S45KT7YO,Durante la noche,Durante la noche,3,Preocupación
5/12/2024 0:48:52,T6C4YU2L,Por parte de la escuela y por parte del trabajo,Por parte de la escuela y por parte del trabajo,10,Preocupación
5/12/2024 20:18:00,9TQIQ8J0,Cuando las cosas no salen como se planean,Cuando las cosas no salen como se planean,10,Preocupación
5/12/2024 20:47:26,QOKLYQJZ,Cuando tengo entregas de proyectos y no he terminado o no mis compañeros de equipo no muestran interes ,Cuando tengo entregas de proyectos y no he terminado o no mis compañeros de equipo no muestran interes,21,Preocupación
5/13/2024 9:54:13,AR2SHENR,Todo el tiempo ,Todo el tiempo,3,Preocupación
5/13/2024 18:24:51,MXD2BDEN,Cuando no logro hacer lo que tengo que hacer o me sale mal,Cuando no logro hacer lo que tengo que hacer o me sale mal,15,Preocupación
5/13/2024 20:32:28,I9HEYDJ0,Proyectos finales,Proyectos finales,4,Preocupación
5/13/2024 20:43:31,C2VL95E5,"Cuando tengo clases, algún examen, tengo algún pendiente.","Cuando tengo clases, algún examen, tengo algún pendiente.",15,Preocupación
5/13/2024 20:44:20,YOP5JWEP,POR LA ENFERMEDAD DE MIS FAMILIARES,POR LA ENFERMEDAD DE MIS FAMILIARES,18,Preocupación
5/13/2024 20:46:18,YG3TTUE9,En situaciones donde debo tomar decisiones por mas insignificantes o simples que sean,En situaciones donde debo tomar decisiones por mas insignificantes o simples que sean,17,Preocupación
5/13/2024 22:36:11,ZOYW0DWU,Cuando faltan cosas por hacer y ya es tarde,Cuando faltan cosas por hacer y ya es tarde,10,Preocupación
5/14/2024 10:02:00,V5J3IP8N,En las calificaciones ,En las calificaciones,5,Preocupación
5/15/2024 20:14:17,E4EGEZ1X,Cuando tengo realizar la entrega de algún trabajo importante y resultan surgir complicaciones o sucesos inesperados al momento de la entrega en la escuela.,Cuando tengo realizar la entrega de algún trabajo importante y resultan surgir complicaciones o sucesos inesperados al momento de la entrega en la escuela.,34,Preocupación
5/15/2024 20:43:29,DJWQSCW2,Cuando surgen problemas de la universidad o del trabajo.,Cuando surgen problemas de la universidad o del trabajo.,11,Preocupación
5/15/2024 21:34:45,3KRGQIMS,Cuando no va bien lo que realizo o tengo problemas en hacerlo.,Cuando no va bien lo que realizo o tengo problemas en hacerlo.,15,Preocupación
5/15/2024 22:02:58,0K4CZRKQ,Cuando siento que algo se me olvidó hacer en mi casa o cuando no entendí un tema ,Cuando siento que algo se me olvidó hacer en mi casa o cuando no entendí un tema,21,Preocupación
5/15/2024 23:23:27,5GRMSXOF,Por lo regular en las noches ,Por lo regular en las noches,7,Preocupación
5/16/2024 0:26:26,TDU8A4SC,En las mañanas ,En las mañanas,4,Preocupación
5/16/2024 0:29:08,QN6SP8W7,Cuando no llego a realizar actividades que se que traerán consecuencias ,Cuando no llego a realizar actividades que se que traerán consecuencias,15,Preocupación
5/16/2024 0:35:07,CHNLHC6X,Cuando no sé dónde está mi familia. ,Cuando no sé dónde está mi familia.,9,Preocupación
5/16/2024 0:55:45,IX724P8G,"Las preocupaciones de mi día a día seria de que qué me voy a hacer de comer, las tareas que me asignaron o exámenes que tendré, al igual de que si vaya o no aprobar alguna materia","Las preocupaciones de mi día a día seria de que qué me voy a hacer de comer, las tareas que me asignaron o exámenes que tendré, al igual de que si vaya o no aprobar alguna materia",51,Preocupación
5/16/2024 1:13:18,B05YDAZ0,"Cuando revisan tareas, cuando no sé si habrá clase.","Cuando revisan tareas, cuando no sé si habrá clase.",13,Preocupación
5/16/2024 1:41:10,AJKRH064,En el horario escolar (7-15 horas) y cuando estoy haciendo tarea,En el horario escolar (7-15 horas) y cuando estoy haciendo tarea,17,Preocupación
5/16/2024 1:44:31,1RHBUABD,Al pensar en el futuro ,Al pensar en el futuro,5,Preocupación
5/16/2024 1:45:41,86IH30I7,Últimamente todos los días porque tengo que presentar un examen de admisión en 3 semanas.,Últimamente todos los días porque tengo que presentar un examen de admisión en 3 semanas.,21,Preocupación
5/16/2024 7:20:37,7SV40TFC,"Comúnmente en las noches cuando me pongo a pensar cosas que van a pasar, o incluso cosas que no estoy seguro que pasen ","Comúnmente en las noches cuando me pongo a pensar cosas que van a pasar, o incluso cosas que no estoy seguro que pasen",30,Preocupación
5/16/2024 8:27:32,G2H8Q8RA,En mi desarrollo como estudiante universitario ,En mi desarrollo como estudiante universitario,6,Preocupación
5/16/2024 8:38:22,JC7G5EHG,Cuando me faltan pendientes por hacer y se acerca la fecha ,Cuando me faltan pendientes por hacer y se acerca la fecha,14,Preocupación
5/16/2024 8:46:06,91VK19HH,Cuando hace falta el dinero,Cuando hace falta el dinero,5,Preocupación
5/16/2024 9:12:26,KCXYQUUD,Cuando requiero realizar una tarea que no he realizado o en momentos de examenes,Cuando requiero realizar una tarea que no he realizado o en momentos de examenes,17,Preocupación
5/16/2024 9:19:48,X7WQGQMT,Cuando tengo que hacer cosas y no logro a completarlas en su momento ,Cuando tengo que hacer cosas y no logro a completarlas en su momento,16,Preocupación
5/16/2024 9:36:26,BLO78S1C,Cuando tengo muchas tareas pendientes,Cuando tengo muchas tareas pendientes,8,Preocupación
5/16/2024 9:59:21,8MM32FBW,"Cuando tengo examen, cuando van a entregarme calificaciones ","Cuando tengo examen, cuando van a entregarme calificaciones",13,Preocupación
5/16/2024 10:42:34,PYVXS5Y5,En las noches ,En las noches,4,Preocupación
5/16/2024 11:30:00,DJRCLO8P,cuando tengo pendientes por resolver o situaciones,cuando tengo pendientes por resolver o situaciones,10,Preocupación
5/16/2024 12:00:29,ZJWB22YX,en las tardes,en las tardes,4,Preocupación
5/16/2024 12:53:47,3EAZ56FK,"Cuando no entiendo varias cosas de la universidad, me preocupa que pasara con eso","Cuando no entiendo varias cosas de la universidad, me preocupa que pasara con eso",19,Preocupación
5/16/2024 13:11:17,ZT2GVR76,"Cuando siento que puedo bajar mi rendimiento escolar, mas cuando se que puedo reprobar alguna materia. ","Cuando siento que puedo bajar mi rendimiento escolar, mas cuando se que puedo reprobar alguna materia.",24,Preocupación
5/16/2024 13:25:14,614O6Y4I,En situaciones de peligro o momentos donde hay presion externa.,En situaciones de peligro o momentos donde hay presion externa.,12,Preocupación
5/16/2024 13:45:24,14XGFLGK,"Me preocupa no terminar a tiempo los proyectos de la escuela , en pensar  que voy a hacer al terminar la carrera o si voy a realizar la tesis o graduarme por promedio, y saber que ya debo de decidir para empezar a realizar la tesis. ","Me preocupa no terminar a tiempo los proyectos de la escuela , en pensar que voy a hacer al terminar la carrera o si voy a realizar la tesis o graduarme por promedio, y saber que ya debo de decidir para empezar a realizar la tesis.",55,Preocupación
5/16/2024 13:54:46,CKOKU9P4,Al no saber que vendra en el futuro o al sentir incertidumbre de que estoy haciendo en mi vida ,Al no saber que vendra en el futuro o al sentir incertidumbre de que estoy haciendo en mi vida,25,Preocupación
5/16/2024 16:56:55,BGD4M2IP,Calificaciones,Calificaciones,2,Preocupación
5/16/2024 16:57:14,KGOL6JXH,Cuando no logro llegar a los objetivos que tenía planeados,Cuando no logro llegar a los objetivos que tenía planeados,12,Preocupación
5/16/2024 17:16:08,V6MYHJGB,Todo el tiempo que estoy en clases,Todo el tiempo que estoy en clases,8,Preocupación
5/17/2024 0:16:31,JZEC253P,en las tardes,en las tardes,4,Preocupación
5/17/2024 0:54:15,Y29P2VU6,Regresando de trabajar,Regresando de trabajar,5,Preocupación
5/17/2024 1:12:43,ORL0OVLI,"Cuando espero alguna calificación o tengo que coordinarme para pensar que me falta para comer o tener un presupuesto para los días, o incluso no terminar un trabajo a tiempo ","Cuando espero alguna calificación o tengo que coordinarme para pensar que me falta para comer o tener un presupuesto para los días, o incluso no terminar un trabajo a tiempo",39,Preocupación
5/17/2024 2:06:42,9N0G1GM1,Cuando una tarea no me sale.,Cuando una tarea no me sale.,7,Preocupación
5/17/2024 2:32:37,8TO1OH28,Cuando salgo y camino mucho,Cuando salgo y camino mucho,6,Preocupación
5/17/2024 8:59:10,MCPCHOLY,Cuando ya se está acabando el dia,Cuando ya se está acabando el dia,8,Preocupación
5/17/2024 9:32:45,J4TCSVW0,Me preocupo mucho si empiezan a salir bugs o issues o veo problemas en el trabajo.,Me preocupo mucho si empiezan a salir bugs o issues o veo problemas en el trabajo.,23,Preocupación
5/17/2024 9:44:25,UNBMV59R,"Creo que cuando estoy comiendo, no se es como que me llegan todas las preocupaciones que tengo y como que me empiezo a sentir mal","Creo que cuando estoy comiendo, no se es como que me llegan todas las preocupaciones que tengo y como que me empiezo a sentir mal",35,Preocupación
5/17/2024 10:34:41,2CMHRG7X,Cuando tengo muchos pendientes y cosas por hacer en la casa,Cuando tengo muchos pendientes y cosas por hacer en la casa,14,Preocupación
5/17/2024 10:45:56,AYNOOGEB,Cuando no se cómo lograre hacer cierta situación ,Cuando no se cómo lograre hacer cierta situación,9,Preocupación
5/17/2024 10:55:25,ICZPD6VE,Cuando salgo tarde de mi casa por hacer otras cosas (y creer que llego rápido a otros lados).,Cuando salgo tarde de mi casa por hacer otras cosas (y creer que llego rápido a otros lados).,24,Preocupación
5/17/2024 11:40:20,KXHR1RPU,Cuando cometo errores o cuando pienso en las tareas de la escuela,Cuando cometo errores o cuando pienso en las tareas de la escuela,16,Preocupación
5/20/2024 1:29:54,7PFSQZGK,Al recordar las cosas que tengo que hacer y mis responsabilidades ,Al recordar las cosas que tengo que hacer y mis responsabilidades,14,Preocupación
5/20/2024 8:07:43,RK9BOLBA,"Cuando me falta alguna tarea por entregar, cuando llegaré tarde a algún lugar y cuando ya no tengo dinero para mi semana. ","Cuando me falta alguna tarea por entregar, cuando llegaré tarde a algún lugar y cuando ya no tengo dinero para mi semana.",27,Preocupación
5/22/2024 19:49:00,AI6RPUWX,Cuando no hago nada,Cuando no hago nada,5,Preocupación
5/24/2024 11:34:36,KIBDSKF6,Cuando me doy cuenta que doy mas importancia a cosas externas y descuido mucho los estudios,Cuando me doy cuenta que doy mas importancia a cosas externas y descuido mucho los estudios,21,Preocupación
5/24/2024 19:04:24,19QO0M44,Cuando pienso en los pendientes escolares o deudas,Cuando pienso en los pendientes escolares o deudas,14,Preocupación
6/12/2024 18:05:58,I01P7HCR,Al tomar mis decisiones  especialmente referente a mi situación amorosa,Al tomar mis decisiones especialmente referente a mi situación amorosa,11,Preocupación
4/23/2024 19:48:07,PFNKXS54,"Estrés, me siento agotado, me siento desanimado, me siento impaciente o estoy pensando mucho las cosas, con frecuencia trato de hablar con mi consciencia.","Estrés, me siento agotado, me siento desanimado, me siento impaciente o estoy pensando mucho las cosas, con frecuencia trato de hablar con mi consciencia.",43,Preocupación
4/23/2024 19:48:07,MKZUPRJI,A haces ataques de antiedad dolor de estómago o cabeza ,A haces ataques de antiedad dolor de estómago o cabeza,15,Preocupación
4/23/2024 19:48:07,UJCL56SG,"Sudor, dolor de espalda y hombros, sed, hiperactividad","Sudor, dolor de espalda y hombros, sed, hiperactividad",18,Preocupación
4/23/2024 19:48:07,B2KUCT4P,Fatiga y tristeza,Fatiga y tristeza,5,Preocupación
4/23/2024 19:48:07,GXLRPJ5F,"Nervios, angustia, estrés ","Nervios, angustia, estrés",10,Preocupación
4/23/2024 19:48:07,U1856WJ8,Cansancio mental y ansias,Cansancio mental y ansias,7,Preocupación
4/23/2024 19:48:07,ADDP44O9,No puedo quedarme quieto ,No puedo quedarme quieto,7,Preocupación
4/23/2024 19:48:07,EL85BQ8X,Sudo,Sudo,2,Preocupación
4/23/2024 19:48:07,9LGMBDLF,Dolor de cabeza,Dolor de cabeza,4,Preocupación
4/23/2024 19:48:07,TUW6M31C,"Escalofríos, me tiemblan las manos y las piernas, también se me acelera el corazón.","Escalofríos, me tiemblan las manos y las piernas, también se me acelera el corazón.",26,Preocupación
4/23/2024 19:48:07,XH7ERTSE,"Sudoracion excesiva, falta de aire, temblor en las manos.","Sudoracion excesiva, falta de aire, temblor en las manos.",18,Preocupación
4/23/2024 19:48:07,HNAK6DR5,Nerviosismo ,Nerviosismo,4,Preocupación
4/23/2024 19:48:07,IAADDB7O,"Escalofríos, agotamiento, taquicardia ","Escalofríos, agotamiento, taquicardia",14,Preocupación
4/23/2024 19:48:07,7FKG0LV6,"Cosquilleo en todo el cuerpo,dolor de ojos","Cosquilleo en todo el cuerpo,dolor de ojos",13,Preocupación
4/23/2024 19:48:07,HJB227EF,"vacio en el estomago, hormigueo en las manos, piernas debiles ","vacio en el estomago, hormigueo en las manos, piernas debiles",20,Preocupación
4/23/2024 19:48:07,GBDDJNH0,Muchos nervios.,Muchos nervios.,4,Preocupación
4/23/2024 19:48:07,9ZRTSOTK,Me siento con el cuerpo pesado y torpe. ,Me siento con el cuerpo pesado y torpe.,13,Preocupación
4/23/2024 19:48:07,0FQMQ0V1,No he prestado atencion a eso,No he prestado atencion a eso,10,Preocupación
4/23/2024 19:48:07,60S1CVNZ,"Sudor, ansiedad","Sudor, ansiedad",6,Preocupación
4/23/2024 19:48:07,GKU8ECFL,Como escalofrios ,Como escalofrios,5,Preocupación
4/23/2024 19:48:07,WED8UH5D,"Estrés, fatiga y desconcentración ","Estrés, fatiga y desconcentración",10,Preocupación
4/23/2024 19:48:07,FM5YVNM2,"Dolor de estómago, gastritis, acné ","Dolor de estómago, gastritis, acné",13,Preocupación
4/23/2024 19:48:07,TOKIQV38,"Pocas energías, dificultad para dormir, para concentrarse y sobre pensar mucho las cosas. ","Pocas energías, dificultad para dormir, para concentrarse y sobre pensar mucho las cosas.",23,Preocupación
4/23/2024 19:48:16,QHVZR83J,"1.Dolor de cabeza.
2.Tensión muscular.
3.Falta de energia.",1.Dolor de cabeza. 2.Tensión muscular. 3.Falta de energia.,20,Preocupación
4/23/2024 19:52:34,QXIEYINQ,"Tiendo a estar mas inquieto, agarrarme el cabello y morderme las uñas.","Tiendo a estar mas inquieto, agarrarme el cabello y morderme las uñas.",23,Preocupación
4/23/2024 20:03:37,KLWAYA6Z,"Frío, incomodidad, se acelera el corazón y mis manos se ponen frías ","Frío, incomodidad, se acelera el corazón y mis manos se ponen frías",22,Preocupación
4/23/2024 20:13:28,U57VENCU,"comezón en la nariz y cabeza, punsaciones en cualquier parte del cuerpo","comezón en la nariz y cabeza, punsaciones en cualquier parte del cuerpo",17,Preocupación
4/23/2024 20:13:37,A2IERC7W,Sudor,Sudor,2,Preocupación
4/23/2024 20:18:00,9N5PTUUF,"Cansancio, sueño, me cuesta concentrarme, falta de apetito.","Cansancio, sueño, me cuesta concentrarme, falta de apetito.",19,Preocupación
4/23/2024 20:28:40,SXA26XSC,"Ritmo cardiaco aumentado, tics como dar pequeños saltos con el pie mientras estoy sentado, apretar la mandíbula ","Ritmo cardiaco aumentado, tics como dar pequeños saltos con el pie mientras estoy sentado, apretar la mandíbula",31,Preocupación
