Marca Temporal,ID único,"10. Por favor, describa brevemente ¿qué hace cuando tiene que enfrentar una situación difícil?"
5/9/2024 14:27:31,7QQDXHQ7,"Trato de calmarme, respirar y entrar en razón lo más rápido que puedo para evaluar la situación. Debido a qué si no lo hago, no voy a ser capaz de resolver el problema. "
5/9/2024 14:34:45,WW1GHWY1,Enfrentarlo sin pensarlo y tomar en cuenta la ayuda de otras personas si es necesario 
5/9/2024 14:35:17,4F5JZDBC,"Tranquilizarme, pensar y buscar la mejor solución "
5/9/2024 16:15:48,9OS9PHYF,Algo realmente difícil mas de 1 año 
5/9/2024 17:35:34,16RK386Y,Tratar de calmar la mente para no hacer las cosas inconscientemente por la desconcentración que genera una situación difícil .
5/9/2024 18:29:23,1RKPWNBF,Me pongo a pensar en que es lo que harían mis héroes 
5/9/2024 18:31:44,BQK35SUL,"Estar mentalmente preparado para lo peor, y dar siempre lo mejor de mí."
5/9/2024 18:46:39,3G5WW5TD,"Primero, trato de solucionarlo, si no, recurro a mis papás, también con mis amigos a que me aconsejen y finalmente actuo."
5/9/2024 19:30:55,4L83S1WU,"Buscar todas las alternativas posibles, buscar ayuda o maneras de conseguir el mejor resultado en el menor tiempo posible"
5/9/2024 22:04:15,1OGWU084,"Trato de estar lo más tranquilo y no dejarme llevar por sentimientos, luego estos casos los trato en familia y buscamos la mejor opción posible"
5/10/2024 13:59:01,IPYENR3M,"Normalmente analizo qué puedo hacer frente a esa situación y lo hago, sino, intento entender que está fuera de mi control y trato de mantenerme en calma, aunque soy muy sensible y cuando tengo oportunidad lo hablo o libero como creo pertinente."
5/10/2024 15:00:27,XTINAGL2,"Tratar de solucionarla lo más pronto posible, sin embargo, hay momentos donde decido ignorarla teniendo comportamientos hedonistas."
5/10/2024 15:20:56,PJEM9DJR,Si siento que no puedo hacer nada por mi cuenta busco apoyo
5/10/2024 16:27:26,90SG09DL,Tranquilizarme y pensar en una serie de pasos para dar solucion que yo pueda realizar en ese momento
5/10/2024 19:40:06,ZO6GKY6S,"Trato de ir a un lugar ""seguro"", e intento relajarme "
5/10/2024 22:31:28,S45KT7YO,Trato de pensar con objetividad las cosas y tomar la mejor decision para mi
5/12/2024 0:48:52,T6C4YU2L,"Comprendo la situacion, analizo la situacion, propongo la mejor opcion y la realizo"
5/12/2024 20:18:00,9TQIQ8J0,"Pensar que esto es solo un momento y mientras siga vivo, no hay mucho de que preocuparse"
5/12/2024 20:47:26,QOKLYQJZ,"Le cuento a una persona mayor o a varias y solicito que me den un consejo, le cuento a mi mamá porque debe saber todo lo que pasa en mi vida, ella también me da un consejo y en base a eso tomo una decisión o hago lo que crea correcto. En caso de estar sola pienso las consecuencias y hago lo que creo correcto"
5/13/2024 9:54:13,AR2SHENR,"Pongo primero mi estabilidad emocional y física, después enfrento la situación siendo lo más neutral posible y busco una solución que sea a corto, mediano y largo plazo, dado el caso."
5/13/2024 18:24:51,MXD2BDEN,"No estoy seguro, últimamente todo me parece difícil  "
5/13/2024 20:32:28,I9HEYDJ0,Busco la solución más rápida al problema
5/13/2024 20:43:31,C2VL95E5,Ser valiente y enfrentarla esperando que salga lo mejor posible.
5/13/2024 20:44:20,YOP5JWEP,GUARDAR LA CALMA PARA PENSAR BIEN LO QUE TENGO QUE HACER 
5/13/2024 20:46:18,YG3TTUE9,Ignorarla hasta que llegue el momento y actuar sobre la marcha
5/13/2024 22:36:11,ZOYW0DWU,Primero analizó la situación y buscó cuál sería la mejor solución 
5/14/2024 10:02:00,V5J3IP8N,Solo mentalizarme y ya 
5/15/2024 20:14:17,E4EGEZ1X,Tomar valor tras motivarme por pensar en cosas que personalmente resultan importantes para enfrentar lo que sucede y pensando que todo tiene solución bien o mal sea.
5/15/2024 20:43:29,DJWQSCW2,Pensar demasiado en las soluciones para lograr superar el reto a enfrentar y darl sin parar
5/15/2024 21:34:45,3KRGQIMS,"Me tomo mi tiempo, proceso mi razonamiento, es en el momento que mas hablo conmigo mismo, busco como afrontar la situación de la mejor manera."
5/15/2024 22:02:58,0K4CZRKQ,"Tranquilizarme, tratar de tener paciencia y analizar la situación para accionar de manera rápida y eficaz "
5/15/2024 23:23:27,5GRMSXOF,"Intentar arreglarlo o hablarlo con alguien, un consejo o ayuda no está de más "
5/16/2024 0:26:26,TDU8A4SC,Buscar una solución inmediata 
5/16/2024 0:29:08,QN6SP8W7,Tratar de estresarme lo menos posible para llegar a pensar en soluciones eficaces 
5/16/2024 0:35:07,CHNLHC6X,"Pensar en eso día y noche, revisar pros y contras, y finalmente llorar"
5/16/2024 0:55:45,IX724P8G,"En primera es mantener la cabeza firme
Analizar la situación
Averiguar qué soluciones tiene
Si no tiene solución, pues tratar de reducir las consecuencias
Y creo que a base de eso, podre sobrellevar alguna situación difícil "
5/16/2024 1:13:18,B05YDAZ0,"Primero acepto que es una situación muy difícil, pienso en los posibles desenlaces y trato de ser fuerte "
5/16/2024 1:41:10,AJKRH064,"Evaluó si puedo son esto solo si es así empiezo a buscar una solución, si no creo poder pido ayuda"
5/16/2024 1:44:31,1RHBUABD,"Dependiendo de mi situación emocional la postergo, o intento enfrentarla de un inicio utilizando una táctica similar a la descrita anteriormente "
5/16/2024 1:45:41,86IH30I7,"Siempre tranquilizarte y pensar en las soluciones o decisiones que debes tomar, considerar opciones que hay y decidir qué es lo mejor."
5/16/2024 7:20:37,7SV40TFC,"Hace muy poco, cuestión de días diría yo."
5/16/2024 8:27:32,G2H8Q8RA,Intento no estresarme o molestarme y busco una solución aceptable para el momento 
5/16/2024 8:38:22,JC7G5EHG,"Tratar de no estar nerviosa y tener la mente clara y no sobre pensar, algunas veces pedir ayuda o un consejo"
5/16/2024 8:46:06,91VK19HH,Uno de mis malos hábitos es evitar la situación
5/16/2024 9:12:26,KCXYQUUD,Buscar relajarme y pensar en como podre sobrellevarla 
5/16/2024 9:19:48,X7WQGQMT,"Tratar de sobre llevarlo, no enfocarme mucho en la situacion"
5/16/2024 9:36:26,BLO78S1C,Trato de tranquilizarme y pensar mejor las cosas 
5/16/2024 9:59:21,8MM32FBW,"Lloro, me enojo y hago todo más difícil "
5/16/2024 10:42:34,PYVXS5Y5,"Evaluó que puedo ser capaz de resolver y lo hago, y si esta fuera de mi alcance busco ayuda "
5/16/2024 11:30:00,DJRCLO8P,"pensar mucho antes de actuar, pero lamentablemente siempre actuo antes de pensar y siempre me ha traido consecuencias negativas"
5/16/2024 12:00:29,ZJWB22YX,Trato de calmarme y pensar las cosas y su posible solucion
5/16/2024 12:53:47,3EAZ56FK,Sobrepienso mucho las cosas 
5/16/2024 13:11:17,ZT2GVR76,"En una situación difícil principalmente es estar tranquilo , y lo primero que se tiene que hacer es encontrar una solución o posible estrategia para poder minimizar el daño . Después se puede pensar en que lo ocasiono , pero primero deberá de estar en revolver y buscar un culpable ."
5/16/2024 13:25:14,614O6Y4I,Evaluar cada situacion en cuanto a su impacto en mis responsabilidades y lograr mi control emocional.
5/16/2024 13:45:24,14XGFLGK,Trato de respirar fuertemente y pensar en cosas positivas. Para tener el valor de afrontar las situaciones que se me presenten de manera tranquila.
5/16/2024 13:54:46,CKOKU9P4,Pienso que es lo primero que podria hacer para solucionarlo y busco la manera de lograrlo 
5/16/2024 16:56:55,BGD4M2IP,"Calmarme , ver la situacion desde otro punto de vista y tratar de tomar las decisiones sin tomar en cuenta las emociones del momento"
5/16/2024 16:57:14,KGOL6JXH,analizo a fondo la situación
5/16/2024 17:16:08,V6MYHJGB,"Escuchar música, buscar situaciones similares que haya pasado anteriormente y pensar en que haría una mejor versión mía "
5/17/2024 0:16:31,JZEC253P,"Orar y confiar en Dios, y evalúo la situación"
5/17/2024 0:54:15,Y29P2VU6,"La neta, primero, entrar en pánico, ya después ver los peores escenarios y empezar a prevenir/actuar según esos casos"
5/17/2024 1:12:43,ORL0OVLI,"Pues afrontar primero la realidad, decirme a mi misma que pasa y como puedo actuar, así como ponerlo en manos de Dios y que sea a su voluntad "
5/17/2024 2:06:42,9N0G1GM1,"Tratar de lamentarme lo menos posible y optar por una postura optimista para enfrentar los problemas. Siempre trato de ver el lado bueno de las cosas y decirme a mi mismo que todo saldrá bien, solo hay que seguirle dando."
5/17/2024 2:32:37,8TO1OH28,Trato de hacer lo posible y reflexiono con distintas formas para solucionar la situación difícil.
5/17/2024 8:59:10,MCPCHOLY,"Tomar calma , reflexionó un poco y después actuó "
5/17/2024 9:32:45,J4TCSVW0,"Plantear la situación, analizar riesgos y beneficios, analizar alternativas y tomar la decisión."
5/17/2024 9:44:25,UNBMV59R,Normalmente juego videojuegos para olvídarme de todo 
5/17/2024 10:34:41,2CMHRG7X,"Mantener la calma, evaluar la situación, en caso necesario pedir ayuda y evaluar mis alternativas para su solución "
5/17/2024 10:45:56,AYNOOGEB,Logro buscar todas las alternativas posibles para buscar la mejor situacion ante los hechos
5/17/2024 10:55:25,ICZPD6VE,"Analizar bastante la situación y ver los posibles caminos que podría seguir para enfrentarla. Así como, visualizar las consecuencias que podría afrontar al seguir cada uno."
5/17/2024 11:40:20,KXHR1RPU,"Tranquilizarme, aveces juego videojuegos o trato de dormir para pensar bien en como solucionar mi situación"
5/20/2024 1:29:54,7PFSQZGK,Hablarlo con cuantas personas pueda para buscar soluciones plausibles 
5/20/2024 8:07:43,RK9BOLBA,"Trato de analizar como puedo resolver esa situación y de no frustrarme, y de ser posible resolver dicha situación.  "
5/22/2024 19:49:00,AI6RPUWX,"Intento de mantener la calma, analizar la situación y actuar con base en mis principios "
5/24/2024 11:34:36,KIBDSKF6,"Las situaciones dificiles en parte me motivan porque me generan ese sentimiento de competitividad, asi que me auto motivo, me hago creer que soy capaz de sobreponerme a cualquier dificultad."
5/24/2024 19:04:24,19QO0M44,Trato de calmarme y afrontarlo lo más pronto posible 
6/12/2024 18:05:58,I01P7HCR,"Me pongo a llorar, después pienso en las razones de la situación, busco posibles soluciones y tomo una decisión. "
